nome_com,wkt
Baranzate,"MULTIPOLYGON (((9.12098550954702 45.537396612349,9.1232187201744 45.5329618451841,9.12495788959621 45.523721399897,9.12504876297528 45.5233023399445,9.12472586425163 45.5215748574458,9.12351555967735 45.5214408354716,9.1178617673661 45.5209608317849,9.10389026435018 45.5236571592842,9.09823793715612 45.5278879304697,9.09772628932161 45.5300529449113,9.10010032792303 45.533021290419,9.10212018100859 45.5346624733614,9.10690630332826 45.5360427908031,9.11054267976034 45.5367641386899,9.11864642290188 45.5382051309023,9.1192229260264 45.5382855458098,9.1196985047363 45.538321049793,9.12015962031808 45.5383385753469,9.12049916846635 45.5383243924741,9.12098550954702 45.537396612349)))"
Rescaldina,"MULTIPOLYGON (((8.94238740001752 45.6416027659538,8.94535118786008 45.6418562412479,8.94777638705388 45.6417763619626,8.94917624155033 45.6404179079807,8.95170707939412 45.6368007573617,8.95141237491659 45.6363325926563,8.95242686825413 45.6352439446404,8.95408883447196 45.6341375391868,8.95478206917251 45.634110829991,8.95557751402462 45.634084136577,8.95656495208989 45.6341565168096,8.95760670993127 45.6344223025008,8.95495088798303 45.6310596697707,8.95454101070848 45.6302584517693,8.95469505880737 45.6296284810176,8.95509389510542 45.6281975316416,8.95562086586401 45.6263976139498,8.9569420426034 45.6260020804842,8.96166104720441 45.6283799253956,8.96636703800716 45.6310456106592,8.97033294772935 45.6253853055967,8.97446477199954 45.6188878363604,8.9749194264456 45.6189247488556,8.97512835220679 45.6189519522055,8.97696634977033 45.6157921378345,8.976210316983 45.6141898662967,8.96832610253273 45.6092105763503,8.95922186119379 45.6098377415501,8.9528390303542 45.6080126483244,8.94944207165046 45.6056350222503,8.94937078490878 45.605589976503,8.94298705681659 45.6070225791505,8.94223440195851 45.6079701554312,8.94558732793438 45.6100030673961,8.94645810618143 45.6103861188232,8.94013895728244 45.6116376491886,8.94256875288397 45.6148169550509,8.94338826737856 45.6210030547284,8.94179132195439 45.6224671169036,8.93986598727025 45.6236812070603,8.93775663669372 45.624454129202,8.93349457912163 45.6273942933048,8.93229088674957 45.6295273892802,8.93153188817392 45.6312550589764,8.9300630652326 45.6363395271747,8.93435788509137 45.6391322655259,8.93754912967611 45.6423832682576,8.9410319030675 45.6436084809212,8.94238740001752 45.6416027659538)))"
Pregnana Milanese,"MULTIPOLYGON (((9.00788904353694 45.5343961345964,9.01081341485838 45.53435989475,9.01300525840747 45.5336936231699,9.01653293663776 45.5317534894463,9.0176545156466 45.5310613595528,9.02260681757799 45.5259919388214,9.02342543579643 45.5228099968374,9.02153017381137 45.5212037111681,9.02152914092842 45.5205601552712,9.02200520248636 45.5186208576706,9.02221542809362 45.5177652779128,9.02323049486236 45.5156390831793,9.02098663317021 45.5131570913138,9.01029621362453 45.5090975646412,8.99880965803014 45.5048423743,8.99854650266327 45.5047338886879,8.99870258782082 45.5040763597066,8.99882661821973 45.5036140807732,8.99959565818017 45.5009574181819,8.99244559824596 45.5043889746376,8.98983227856531 45.504598768614,8.98924342450133 45.5048327490021,8.98520761767869 45.5060733470909,8.98510177466215 45.5062127292377,8.98313992263405 45.5090857358991,8.98793418810224 45.5105526325771,9.00091309119078 45.5216013409645,9.00857899743375 45.5294742708279,9.00830737272678 45.5296584984923,9.00798223603798 45.5299634137206,9.00728553878047 45.5306494675477,9.00641847556403 45.5315315316084,9.0054432968408 45.5328985090657,9.00674396287182 45.534003332521,9.00759170348896 45.5344951805149,9.00788904353694 45.5343961345964)))"
Pozzuolo Martesana,"MULTIPOLYGON (((9.46384673701741 45.5288957616645,9.46328581684655 45.5276469281996,9.46424449882503 45.5258788799566,9.46500973544076 45.5255067252619,9.47150930534075 45.52333788802,9.47677108466563 45.5247561769878,9.47847223753526 45.5245330589822,9.47994218832532 45.5242298520933,9.48198416560284 45.5234381918849,9.48194669913899 45.5230366626644,9.48171639605751 45.520568057518,9.4817022010601 45.5202596297235,9.4816692272859 45.5195421642744,9.48617226805826 45.5191000525827,9.48851494391599 45.5205391847676,9.49088331872313 45.520502025433,9.49511685998633 45.5199887178865,9.49635227170759 45.5177871494697,9.49655134171371 45.5127638235273,9.49599249716573 45.5118121600273,9.49501827830779 45.5102052436667,9.48971541196068 45.5083739286479,9.48712325372249 45.5076379493227,9.48358340206821 45.5068429203434,9.47681892746333 45.5046481414731,9.47023049396385 45.5020112087963,9.46954933157241 45.5016764701871,9.4675663056074 45.4986918327253,9.46581917985412 45.494801598099,9.45916987979142 45.4939194413815,9.45327170071353 45.4943165217105,9.45398174437942 45.4959788591896,9.45398225495778 45.4993271809455,9.44897657369801 45.5008771134169,9.44394389426092 45.5024854211755,9.44195426920367 45.5050313863338,9.4403086373281 45.5090341145133,9.43867626726745 45.5131267590759,9.43345759123676 45.5126786501488,9.43029594785695 45.5137886991438,9.43132781231405 45.5147928907866,9.43141609215006 45.5162956947349,9.42920119168291 45.5179782035394,9.42664478177247 45.5185368275534,9.42812745694256 45.521582550157,9.43250705056885 45.5199909136087,9.43347156907046 45.5222104495111,9.43692333721001 45.5264816853773,9.43909795008661 45.5261943353812,9.43900369669349 45.5256006363489,9.44461054119254 45.5253809364457,9.44800664146815 45.5257366905928,9.45007448368743 45.5265206372191,9.45462686964473 45.5289238320887,9.45807136892069 45.5320513474588,9.46152471031427 45.5315154070784,9.46384673701741 45.5288957616645)))"
Pozzo d'Adda,"MULTIPOLYGON (((9.51032312370715 45.5874365128008,9.514871209677 45.587146091134,9.51354564049628 45.5809505601382,9.50957796533788 45.5702632434061,9.50880565963966 45.5698738676584,9.5065821944558 45.5691547041804,9.50428175748015 45.5684178086774,9.50171002358712 45.5673690947294,9.50124794335266 45.567164898255,9.50138578709246 45.5657385800465,9.50160781431775 45.5634411935672,9.50285130011729 45.5589013340028,9.49979364658224 45.5590047551483,9.48683309308387 45.5605458510705,9.48142538789264 45.5629989740411,9.48246202659699 45.5658478334307,9.48466862083857 45.5735971394285,9.49048542810545 45.5748864175399,9.49285477006141 45.576163319402,9.49809654152045 45.5804969326445,9.50116135501027 45.583543778647,9.51032312370715 45.5874365128008)))"
Pogliano Milanese,"MULTIPOLYGON (((9.01047076701177 45.5511868789006,9.01424728674218 45.5425498541332,9.00759170348896 45.5344951805149,9.00674396287182 45.534003332521,9.0055720039629 45.5356330926875,9.00162280713359 45.5353224820044,8.98534534547452 45.5311551868244,8.98379456380413 45.5303397133329,8.97673274164486 45.5255491215684,8.97154688658879 45.5220347713433,8.96946918840112 45.5209443999056,8.96920045368661 45.5212465479395,8.96866296311854 45.5219264191418,8.96917248322546 45.5228155756219,8.96824245769112 45.5244371138564,8.9679469004208 45.5263092072371,8.97106783209098 45.5323495800195,8.98124386029003 45.5428961124674,8.98242199265702 45.5438053888032,8.99008449960501 45.5458947644351,8.99866177481409 45.5470694947586,9.0013129957457 45.5467904847362,9.00409237251845 45.547636483052,9.00778121704013 45.5505525373439,9.00828134636398 45.5510271843753,9.00898560756887 45.5516955501796,9.00886861387747 45.5536667336721,9.01047076701177 45.5511868789006)))"
Pioltello,"MULTIPOLYGON (((9.33432723890617 45.5142512644327,9.33292385020031 45.5128673435337,9.33297331953822 45.5111146529615,9.33815079726252 45.5045553302535,9.34296746713888 45.5053468364621,9.34452956178071 45.5035489958088,9.3446279248797 45.5033525644847,9.34491155305097 45.5018357003178,9.34670020933631 45.4963998738317,9.33908458303595 45.4857657171064,9.3322128604402 45.4750973678512,9.33558189924684 45.4696329710231,9.33557848095633 45.469056923859,9.33362042357764 45.4625370056847,9.33100958225737 45.4622745823744,9.32901894058791 45.4621721094793,9.32740268886394 45.4635685867615,9.32735679830691 45.4636082358521,9.32461017443527 45.4642011456138,9.32390589308793 45.4640681169714,9.32312478709343 45.4639173283327,9.3211085203103 45.4624918661003,9.31628224373654 45.4713372832274,9.31016837697046 45.4725981054537,9.3108385979722 45.4748431991955,9.31059965021427 45.4773813924647,9.30841109006509 45.4784515973895,9.30489699599119 45.4806939357094,9.30584035200429 45.4848587950965,9.30648947088502 45.4877064748992,9.30876024261519 45.4918985933188,9.30922312944105 45.4922218490994,9.30791792789915 45.4984893461499,9.30419440075012 45.504934499153,9.30342149126241 45.5078397722623,9.30344937486621 45.5081355591472,9.3063028777699 45.514292677163,9.31182945652663 45.5147675713256,9.32604234742744 45.5155375505295,9.33398856804443 45.5159627352418,9.33408816700094 45.5159519364292,9.3341268803559 45.5157590436309,9.33432723890617 45.5142512644327)))"
Pieve Emanuele,"MULTIPOLYGON (((9.1924731819829 45.3792430627657,9.19551978214891 45.3773674521022,9.1955418127107 45.3770127968683,9.19512463310846 45.3720855491682,9.19442632754873 45.3712658867548,9.19382257341127 45.3705964625779,9.19411182034751 45.3700760365539,9.19788048124601 45.365720600887,9.20184204587312 45.3653824624015,9.20166444057979 45.3641774398896,9.20191613467088 45.3631418796028,9.20288799112535 45.3602058053711,9.2032694580964 45.3597730849613,9.20357816232291 45.3596285090926,9.20400993037405 45.3594297179432,9.21237208854964 45.3536492922344,9.21812537653424 45.3465275988772,9.22750760137045 45.337850235017,9.23055048187225 45.3343365732511,9.23168314574487 45.3325176947295,9.23184498148964 45.3321093046121,9.23094364656433 45.3302853631194,9.22824715046128 45.3282490759598,9.22699327861067 45.3274054778677,9.22597059825826 45.3269394404128,9.22521759652885 45.3268959302103,9.22140357564995 45.3268043767053,9.22024251434863 45.3268336086268,9.21497690858981 45.3310291640221,9.21427704010753 45.3315525562362,9.21356437838351 45.3320759500326,9.21152899105735 45.3334748979322,9.20278437931202 45.3357770499522,9.20085438036252 45.3347164341724,9.198431274241 45.3342770122494,9.19218936703045 45.3335045796365,9.19118142718967 45.3335692798753,9.18594173410728 45.3355626740577,9.18645358985441 45.3359758913265,9.18829598998832 45.3375030599234,9.18856624313792 45.3381776948512,9.17832763176953 45.355899271803,9.17145386268633 45.3658829834371,9.16820616960517 45.3683000877821,9.16781198984521 45.368867739282,9.16679795187467 45.3711555020876,9.16660907795096 45.3720648754307,9.16844042821556 45.3751961774548,9.17229590621042 45.3779665326821,9.17274545958375 45.3782009814556,9.17494050750946 45.3788848832125,9.18632489003172 45.3803828822727,9.18985497656342 45.3805103114505,9.1924731819829 45.3792430627657)))"
Pessano con Bornago,"MULTIPOLYGON (((9.40763947736985 45.5585877148491,9.40768707810687 45.5580834982391,9.40873999038888 45.5555280346062,9.41088929922537 45.5526895737025,9.41358324824656 45.5531838999809,9.41490675950927 45.5519820061212,9.41555726535625 45.5498554490332,9.41528705799269 45.5496944187658,9.41445567515758 45.5463851645326,9.41069620418058 45.5455256542826,9.40913105937758 45.5451982492723,9.40643032587788 45.544774277061,9.40124945975161 45.543759076967,9.39863441723491 45.5424541199578,9.39495659300727 45.5402283930394,9.39457736806241 45.5393809468312,9.38550835300079 45.5392498819132,9.38445855176456 45.5393164254653,9.38552428428128 45.5415810334197,9.38540046678614 45.5422025158375,9.38450908549769 45.5429705877488,9.37955729098145 45.5456513736106,9.37606769960233 45.5467610031665,9.37264561689195 45.5464751978436,9.36792640568921 45.5476335986974,9.36772844789263 45.5487053186985,9.36244989808831 45.5551892367799,9.36215901484628 45.5566527877987,9.36414925474513 45.557825562296,9.36870298092294 45.5586480226175,9.37410974809601 45.5586394388731,9.38043930835244 45.558672544245,9.38494245743491 45.5597825495821,9.39069423366104 45.5612391436533,9.39621742500472 45.5631732813217,9.40158227797808 45.5644146633846,9.40366070474359 45.5647763584465,9.40763947736985 45.5585877148491)))"
Peschiera Borromeo,"MULTIPOLYGON (((9.31628224373654 45.4713372832274,9.3211085203103 45.4624918661003,9.32690568703179 45.4585870200036,9.33562642853863 45.4497858382938,9.34440534206241 45.4511188550734,9.34478899062523 45.4511176976608,9.34538199218421 45.4498017541345,9.34559565993393 45.4493240750208,9.34495445524191 45.4483674136848,9.34392010995145 45.4450536837781,9.34441152569707 45.4399216746882,9.34238486865679 45.436988957048,9.33978524619937 45.4380048157394,9.3390431942517 45.4379170266166,9.33836263629068 45.4374239828362,9.33668899630235 45.4356521551936,9.33696827340983 45.4349458094494,9.33716583683506 45.4345221854589,9.33640465171874 45.4307870572303,9.33266194373971 45.427053620363,9.32650090051756 45.4238985608491,9.32613534331503 45.4237955819387,9.32596321061317 45.4237470945391,9.32304552909523 45.4231523162119,9.32122624858229 45.4246515947555,9.32111398146031 45.4251379768908,9.32139747820754 45.4255422111927,9.32086818574474 45.4264528072823,9.31180339606496 45.4255102950468,9.30662928099163 45.4223784701155,9.29767292626569 45.4162229954695,9.29742841424643 45.4158995999286,9.29768687179438 45.4140897207392,9.29709829804857 45.4138752431322,9.29667719585977 45.4139933387267,9.29593861611192 45.4144273107904,9.29245354316409 45.417406613495,9.29143294105904 45.418304819089,9.29111527421104 45.4203758402501,9.28854068760226 45.4242978066128,9.28789253013427 45.4250285057946,9.28756159574634 45.4253083746831,9.28627562360483 45.4263017117023,9.28539678570601 45.4269249700571,9.28480960765511 45.4270884700604,9.28408042027213 45.4269732671492,9.28336356150441 45.4267680157898,9.28265988692649 45.4266437449484,9.28129150575566 45.4265121121904,9.27761023603363 45.4265301330524,9.27619157756026 45.4265695733392,9.27467969949322 45.4284724152094,9.27265425769547 45.4325907132423,9.26771027914296 45.4387140485254,9.26780845272935 45.4439658635852,9.26818886234274 45.450718855118,9.27001734633158 45.4586726633921,9.27272329478158 45.4628426599398,9.2827208330143 45.4567697419936,9.28453259586469 45.4559101510681,9.28697648401303 45.4561380555969,9.29011265787613 45.4566881998224,9.30373483172941 45.4641235346207,9.3092103695861 45.4681309607026,9.31085304838613 45.4703038138255,9.31067248612814 45.4715578969588,9.31016837697046 45.4725981054537,9.31628224373654 45.4713372832274)))"
Pero,"MULTIPOLYGON (((9.05841402752375 45.5248541427221,9.06117958098659 45.5249606974735,9.06977651535352 45.5234526344082,9.07093131075148 45.5215482614567,9.07108661612086 45.5212691353372,9.07127624436444 45.5209269801139,9.07148008280462 45.5201077898019,9.07154095197158 45.5199071569188,9.07161928995443 45.5196490365617,9.07167133133545 45.5194776077615,9.07195143607917 45.5191939132883,9.07512499990739 45.5173241977489,9.07585148812497 45.517085324753,9.07742513688265 45.5165678957503,9.07773085763684 45.5164673722219,9.08520249082917 45.5164485495935,9.08996054052519 45.5165799102069,9.09559333397789 45.5173476593312,9.09567022072994 45.5172596434938,9.09596744063498 45.516899050115,9.09942536589739 45.5083363145084,9.09950091001118 45.5076251759287,9.09039902542614 45.4993159668331,9.08936144037583 45.4987677326315,9.07981280103042 45.4978387181931,9.0776727594261 45.4988032829975,9.07652239493117 45.4997851550302,9.07533587783912 45.5026437071504,9.07356915703471 45.5069253337355,9.0715146618302 45.5069755633706,9.07118181525445 45.5069487759725,9.07027282919233 45.5067333170168,9.06175512489762 45.5122827448826,9.05983464689274 45.5120947478926,9.05646100270326 45.5177399725619,9.056245465258 45.5198687801769,9.05841402752375 45.5248541427221)))"
Paullo,"MULTIPOLYGON (((9.41192429390756 45.4360242157787,9.41417559173642 45.4355315752064,9.42161855847549 45.4311298759672,9.42676040463063 45.424940460911,9.42702791354289 45.4232249443556,9.4270312262675 45.422978560165,9.42394391877741 45.4227458671825,9.4226410800062 45.4194383477808,9.41829482438163 45.4110069258821,9.40826220355103 45.3948864280139,9.40590376549619 45.3920145088211,9.40499089690294 45.3920672548546,9.40257217568038 45.3929150997646,9.40190738791087 45.3941168720364,9.4017964464524 45.3946843315994,9.40191785146184 45.3955929994934,9.40201129857636 45.3961597397278,9.40201072087472 45.3978789390259,9.40196242973809 45.3982751470147,9.39760516395537 45.4000095946331,9.39663447044106 45.4000579673664,9.39302983606394 45.399818397853,9.38996868607846 45.4007745384056,9.38984836719348 45.4016565208142,9.38978762410579 45.402115772892,9.38974425700229 45.4032410431933,9.39040343729515 45.4061911145062,9.39094531601529 45.4069453508811,9.39175331003567 45.407374621143,9.39299587694077 45.4078204193441,9.39338295440483 45.4083591301725,9.39370715779998 45.4090421001236,9.39413580761991 45.4100397280178,9.39166577335999 45.41319856155,9.38604082429997 45.4183032662803,9.38589098279006 45.4232768201176,9.38575363797356 45.4237543371032,9.38565481296993 45.4241417105718,9.38557024163383 45.4248620643268,9.38533091026302 45.4272571317468,9.38879745848009 45.4276144321291,9.38873114833593 45.4272636203454,9.38875317611512 45.426750490564,9.3889781419821 45.4261196518948,9.39034670785581 45.4226496166611,9.39226096409947 45.4223024053658,9.39268420532969 45.4225425766897,9.39316792826825 45.4228334513411,9.39344147355902 45.4229990327393,9.40226328146061 45.4287379171785,9.40153550750437 45.4305496793999,9.39981900699439 45.430051641718,9.40056259677914 45.4286628952147,9.39952319542959 45.4280994696915,9.39751006310109 45.428916574399,9.39634297239653 45.4319089584016,9.39719578509668 45.4349122967495,9.39805103700737 45.4365475073287,9.40779450548511 45.438749873596,9.41071207675384 45.4390994533058,9.41192429390756 45.4360242157787)))"
Parabiago,"MULTIPOLYGON (((8.96450763614258 45.5789356207506,8.96798256401378 45.5755703818171,8.971133676793 45.5738352113644,8.97233360733892 45.5725513395148,8.97259841325354 45.5706481820755,8.9736492770103 45.569757372215,8.97404214872221 45.5693925526746,8.97375210746847 45.5690733285141,8.97336781154166 45.5687852161015,8.97273475812042 45.5683688755263,8.97204862359026 45.5681098476796,8.96865380682981 45.5669658686693,8.96614284886252 45.5665511163721,8.96416104798773 45.5678237883442,8.96040267317159 45.5668282991158,8.95948696842579 45.5664794190955,8.95850342208473 45.5537090342762,8.96457642719612 45.5465869775691,8.96584231857192 45.5455706316667,8.96210870872649 45.5378740746884,8.95826114883844 45.5348433366986,8.95561205580169 45.5328621617384,8.95452570246842 45.5306115417258,8.95408963490759 45.5284138391592,8.95262029357349 45.5274334734501,8.9473719142128 45.5254780022263,8.94697502289965 45.5254058176637,8.939227891327 45.5255819811716,8.93297839021123 45.5261815238481,8.93161679802093 45.5296910337019,8.93016464346051 45.5338035263374,8.92988108773489 45.5352614695033,8.92927841473711 45.5358551579827,8.92202595823147 45.5384336501319,8.91968096102197 45.5392421083044,8.91531028351977 45.5413541328436,8.9153582181677 45.5435503648068,8.91579086040157 45.5454588365817,8.91632606852086 45.5473403942462,8.91742357226196 45.5501674278535,8.92035283924266 45.5532477643896,8.92263083169363 45.5549954849153,8.94021964221814 45.5684801575836,8.94062554348372 45.5687638320868,8.94082149881986 45.5688855102761,8.94383129110773 45.5705611605951,8.94412112043037 45.5706918115292,8.94577835563757 45.5714351667777,8.94890404683711 45.5728227323754,8.95408315354602 45.5733334563741,8.95450318506003 45.573423635296,8.95491316734128 45.5735768137885,8.9555025038421 45.5738200725657,8.95655272317373 45.5747025370604,8.9553978886227 45.5764662318693,8.95642424070543 45.5771485558989,8.95821570591227 45.5783394560366,8.96071357448984 45.5798254535147,8.96450763614258 45.5789356207506)))"
Pantigliate,"MULTIPOLYGON (((9.36162140731504 45.4540179456647,9.37066930364842 45.4532688591591,9.37210761620026 45.4504108939167,9.37853992384469 45.4365391502646,9.37790776221337 45.4330605549035,9.37756918528532 45.4321345755742,9.37727523984903 45.4316248606398,9.37702519640401 45.4311912641909,9.37581648228561 45.4297390935733,9.37444548607068 45.4281455525865,9.37376850721244 45.4282583250559,9.36677691954993 45.4294227387093,9.354036339414 45.4316119713637,9.35108072283656 45.4321471341799,9.3485305770599 45.4344318866893,9.34699006682376 45.4359141869456,9.34682544951972 45.4368065942708,9.34767509387134 45.4372356470832,9.34238486865679 45.436988957048,9.34441152569707 45.4399216746882,9.34392010995145 45.4450536837781,9.34495445524191 45.4483674136848,9.34559565993393 45.4493240750208,9.34601807829014 45.4493947990747,9.34798996067482 45.449811848519,9.34955425392305 45.4504911351466,9.34963332457015 45.4508689355344,9.34950072258004 45.4521744786745,9.34933847706314 45.4526970230025,9.3493656209533 45.4529489675493,9.35866754638004 45.4559624472204,9.36043195965609 45.4558848904557,9.3610455242774 45.4558379553402,9.36162140731504 45.4540179456647)))"
Paderno Dugnano,"MULTIPOLYGON (((9.17188453353424 45.5926763566216,9.17798053346609 45.5927036302849,9.17630023762172 45.5914173701566,9.17623417395531 45.5898414288866,9.17718425311702 45.5875974242701,9.17772562498403 45.5863421315839,9.19464265897419 45.5774109216546,9.19664460305468 45.5779348200654,9.20085641221761 45.5790031402827,9.20373239691209 45.5780489215126,9.20419340214658 45.5769316220022,9.20245098562465 45.5765434384596,9.20210914057228 45.5764148618071,9.19994931530043 45.574610374898,9.19359332588914 45.5666869182028,9.19540513109334 45.5626678890462,9.19097843831375 45.562743394947,9.19065972311605 45.5627252732929,9.18797702740313 45.5625430798446,9.18715358307099 45.5624697761131,9.18712984368967 45.5608204562485,9.18713263035259 45.5606559882309,9.17598890903069 45.5577468045483,9.17518505760949 45.5575504322255,9.17033660923679 45.5566477562331,9.16922517745432 45.5566198955368,9.14978653861869 45.5518636458136,9.14818879587031 45.5532320954037,9.14748953917282 45.5542330754895,9.14739514333885 45.5544065465073,9.14601109320407 45.5571005622143,9.14583972897188 45.5577611627006,9.14589485693442 45.5599507560232,9.14718815922727 45.5628512722281,9.14778184278009 45.5629373827151,9.14815288145882 45.562989050617,9.1483929150614 45.563006121296,9.14941293676333 45.5630786554118,9.15025615441494 45.5631813207804,9.15040170840022 45.5649877157791,9.149883321916 45.5663246603347,9.14873248348442 45.5681995436045,9.14075265580615 45.5678035458532,9.13778086274754 45.5684622036362,9.13728889854798 45.5705464818022,9.13750687656268 45.573583709074,9.13989089555906 45.578508931501,9.14174445026572 45.5786767143146,9.14680590360287 45.5791347157568,9.14593680122524 45.584640448653,9.1478308203474 45.5887122466719,9.15180690622877 45.5898678598109,9.16412959726279 45.5926564059766,9.1644863962788 45.5927143451122,9.17179273970311 45.5938024258957,9.17212263506822 45.5926983018444,9.17188453353424 45.5926763566216)))"
Ozzero,"MULTIPOLYGON (((8.94239646999391 45.3817579611669,8.94565177342815 45.383469761992,8.94875461744218 45.3844462127217,8.94883730783367 45.3844598269395,8.94933022230382 45.3835974683273,8.95119989126599 45.3779726336049,8.95149262949364 45.3769640615185,8.94769083734418 45.3745956987492,8.94864580653242 45.3729107560069,8.94876824220956 45.3651598385125,8.9485390351526 45.364957641934,8.94791726473438 45.3644426040039,8.94345127984761 45.3614251293994,8.94064409528889 45.3597855140615,8.92688908654631 45.3533147679532,8.92304891948374 45.3515570325084,8.92044628496784 45.3504391128193,8.91784367431107 45.3493931566811,8.91540687310239 45.3484912723087,8.91361151589047 45.3474024930703,8.91382652047014 45.3468428824518,8.91408267919549 45.3462760015558,8.91531022308826 45.3448277485078,8.91306665061613 45.3429358346884,8.91233976250671 45.342521227952,8.90857484386886 45.3423112593403,8.90779559039521 45.3427156704279,8.90742357197384 45.3438675092855,8.90719251480357 45.3446684179282,8.90688512371596 45.3453072459889,8.90403272203272 45.3488603121661,8.90371306458088 45.3491750837431,8.90254971872151 45.3501732136001,8.90220459645068 45.350433965271,8.89855073101037 45.3521049736984,8.89807828068131 45.3521765572121,8.89631639166072 45.3522919917299,8.89521825974315 45.3524440115239,8.89455402754717 45.3526594125937,8.89403018010142 45.3528929683822,8.89279974399124 45.3554931253847,8.8911325228166 45.3594520235478,8.89168012564901 45.360181616113,8.89331137462506 45.3617763442915,8.89846312189096 45.3654084790137,8.91493452871724 45.3740899296836,8.92385711298209 45.3771475907704,8.93327720817077 45.3815549781256,8.93308395168176 45.3829770386187,8.93562257653232 45.3857418065628,8.93589059438637 45.3859399762451,8.93775459144275 45.3867691041206,8.93868806628767 45.3858245105301,8.93976220091427 45.384726944377,8.94059341342788 45.3838002739522,8.94239646999391 45.3817579611669)))"
Ossona,"MULTIPOLYGON (((8.91583299866979 45.5172143884356,8.91916512489968 45.5148765662524,8.91919953838089 45.5087290294446,8.91850394643633 45.502851003432,8.91696689975609 45.5035969597403,8.9113556637895 45.4985342711976,8.91061597783619 45.4968685390538,8.90822736962843 45.4934950199345,8.90650373439156 45.4915187418559,8.90415608149361 45.4918981354464,8.89539443053496 45.492247177031,8.89309145428486 45.4919660138219,8.8926044458509 45.4920932269216,8.89220547421501 45.4935133398795,8.89204956078316 45.4952923631534,8.89437678382488 45.495810571902,8.89430896439573 45.4978626998429,8.8891422905552 45.5052114938337,8.88797384652799 45.5052193673394,8.87375383558482 45.5027562998815,8.87191673124514 45.5078937574861,8.8717045123879 45.5086315675976,8.87223928611778 45.5088481733718,8.87326025670921 45.5091688401433,8.87510065175213 45.509607414637,8.8887657180666 45.5115837125396,8.89410832108102 45.5161342047331,8.91583299866979 45.5172143884356)))"
Opera,"MULTIPOLYGON (((9.20713580658438 45.3934895939984,9.20732760608551 45.3931056354352,9.20776241863808 45.3932308595445,9.20955306602252 45.3938666603045,9.21003375213484 45.3961459790881,9.2098984705358 45.3973944290051,9.21107485982609 45.397716296482,9.21154035567987 45.397792257106,9.21427514590576 45.3982299585338,9.21573894500936 45.3984636604164,9.21580746292923 45.3982302231251,9.21587785820711 45.3979863419683,9.22349909963147 45.3905728510002,9.22095474234909 45.3898937311209,9.22123077627767 45.3887140605435,9.22133183549828 45.388425832095,9.22272459481155 45.3854752914208,9.22564738140578 45.3851005036376,9.22858031777343 45.3840865666793,9.22917772598432 45.3833652773841,9.230128670101 45.3817341959962,9.23147851872041 45.379085914213,9.23179279393555 45.3783824579396,9.22746169390439 45.3773049712575,9.22603373764704 45.3771001457603,9.2225151178554 45.3763015930806,9.21866089573325 45.3743351099467,9.21791150427294 45.3738413641013,9.21772826016686 45.3733145898836,9.21758648607066 45.371515576983,9.21755918304655 45.3705674684384,9.21769121122115 45.3695608967789,9.21775780577682 45.3692093408948,9.21822891103011 45.3680264073602,9.21879089142185 45.3669231720594,9.21764801568714 45.3647691848153,9.21759554892573 45.3646947371135,9.20735661904568 45.3616359775607,9.20515765945739 45.3624991656106,9.20410653200152 45.3633602658051,9.20184204587312 45.3653824624015,9.19788048124601 45.365720600887,9.19411182034751 45.3700760365539,9.19382257341127 45.3705964625779,9.19442632754873 45.3712658867548,9.19512463310846 45.3720855491682,9.1955418127107 45.3770127968683,9.19551978214891 45.3773674521022,9.1924731819829 45.3792430627657,9.19264121114208 45.379242779494,9.19327890322815 45.3795702354738,9.19340697958794 45.3796735260749,9.19342339579984 45.3798085101947,9.19050184876636 45.3863526797311,9.19214136711114 45.3892194061454,9.1935894836245 45.3880441153776,9.19577670702003 45.3884409922059,9.19697879793533 45.3888259684458,9.19857757737733 45.3894622724788,9.19961000672232 45.3900165873278,9.2001697219557 45.3903211356633,9.20097160986722 45.391006265744,9.20176644768932 45.3917969475755,9.20243373886541 45.3926418667758,9.20267790218944 45.3930464740054,9.20242492017369 45.3937490016383,9.20159835917687 45.3947675805109,9.20094998853133 45.395605815178,9.20090016507308 45.3959659503894,9.20101756245776 45.3966498168748,9.20131678014476 45.3981614562966,9.20140222034686 45.3983750930502,9.20146413385629 45.3985229432826,9.20198601523014 45.398569912337,9.20328213125378 45.3984775165012,9.20336716141033 45.3983848132055,9.20342520248053 45.3983197387953,9.20656709557276 45.3942402552266,9.20713580658438 45.3934895939984)))"
